2021-07-23 14:40:12.663830	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&replicates.library.biosample.donor.organism.scientific_name=Mus+musculus&files.file_type=bam&assembly=mm10&lab.title%21=Ross+Hardison%2C+PennState&assay_title=DNase-seq&assay_title=ATAC-seq&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates	Mixed biosamples
/experiments/ENCSR000CNX/	ENCSR000CNX	DNase-seq	DNase-seq			C57BL/6 skeletal muscle tissue tissue male adult (8 weeks)	skeletal muscle tissue	SCREEN-mm10:C57BL/6_skeletal_muscle_tissue_male_adult_8_weeks,GEO:GSM1014189,UCSC-ENCODE-mm9:wgEncodeEM003399	DNase on 8 week adult mouse skeletal muscle tissue	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PYI/,/files/ENCFF001PYJ/,/files/ENCFF001PYK/,/files/ENCFF001PYM/,/files/ENCFF001PYN/,/files/ENCFF001PYP/,/files/ENCFF001PYR/,/files/ENCFF001PYS/,/files/ENCFF001PYT/,/files/ENCFF001PZH/,/files/ENCFF001YTE/,/files/ENCFF001YTF/,/files/ENCFF001YTG/,/files/ENCFF001YTH/,/files/ENCFF001PYO/,/files/ENCFF001PYQ/,/files/ENCFF928JWK/,/files/ENCFF802HZR/,/files/ENCFF839XRY/,/files/ENCFF740QBP/,/files/ENCFF751KGJ/,/files/ENCFF380MSB/,/files/ENCFF090UNB/,/files/ENCFF174SEJ/,/files/ENCFF565JME/,/files/ENCFF620TGO/,/files/ENCFF813ZYZ/,/files/ENCFF405CLD/,/files/ENCFF939DOE/,/files/ENCFF102LVI/,/files/ENCFF313KOW/,/files/ENCFF447EPF/,/files/ENCFF876TJI/,/files/ENCFF644QMD/,/files/ENCFF893AKE/,/files/ENCFF065USK/,/files/ENCFF292GHR/,/files/ENCFF370KMQ/,/files/ENCFF855PNG/,/files/ENCFF153ZPT/,/files/ENCFF961RTT/,/files/ENCFF334GSF/,/files/ENCFF208EER/,/files/ENCFF233GOG/,/files/ENCFF442KFT/,/files/ENCFF044FKC/,/files/ENCFF373WVP/,/files/ENCFF357NZL/,/files/ENCFF787IMO/,/files/ENCFF623FBG/,/files/ENCFF448IIY/,/files/ENCFF731YAA/,/files/ENCFF687OBD/,/files/ENCFF894SFT/,/files/ENCFF446YUT/,/files/ENCFF093TDT/,/files/ENCFF951GCL/,/files/ENCFF692OCU/,/files/ENCFF450ZYC/,/files/ENCFF392DJB/,/files/ENCFF079YJP/,/files/ENCFF938IWW/,/files/ENCFF779HRY/,/files/ENCFF921UBT/,/files/ENCFF511ABK/,/files/ENCFF640SHE/,/files/ENCFF434SMI/,/files/ENCFF869ZZE/,/files/ENCFF494LOY/,/files/ENCFF147NYV/,/files/ENCFF321DDR/,/files/ENCFF348KYR/,/files/ENCFF012IWO/,/files/ENCFF843NOM/,/files/ENCFF490EUA/,/files/ENCFF577VYH/		ENCBS218ENC,ENCBS192RWY	1,2	1		Mus musculus	adult	8 weeks										/replicates/652e2d82-56ed-4987-b0bf-bfc6b221bd4e/,/replicates/55cbe334-4d42-4e6f-8849-5c003fd11359/	
/experiments/ENCSR581ZXI/	ENCSR581ZXI	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ spleen tissue male (10 days)	spleen			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF937FKA/,/files/ENCFF133KLY/,/files/ENCFF274BYL/,/files/ENCFF815TPF/,/files/ENCFF543ZNC/,/files/ENCFF815BGE/,/files/ENCFF780KUD/,/files/ENCFF002QDL/,/files/ENCFF242DOT/,/files/ENCFF489GKP/,/files/ENCFF725JSG/,/files/ENCFF604DNT/,/files/ENCFF597QHG/,/files/ENCFF211OME/,/files/ENCFF104AUM/,/files/ENCFF394WIU/,/files/ENCFF531LZB/,/files/ENCFF431GJV/,/files/ENCFF573KEL/,/files/ENCFF603LJE/,/files/ENCFF198RJX/,/files/ENCFF532NSL/,/files/ENCFF635FVH/,/files/ENCFF283KOP/,/files/ENCFF220UEZ/,/files/ENCFF731YRC/,/files/ENCFF691CFQ/,/files/ENCFF507ZGH/,/files/ENCFF310GKR/,/files/ENCFF178DDG/,/files/ENCFF790OPE/,/files/ENCFF647WNF/		ENCBS527TEO,ENCBS251NUV	1,2	1		Mus musculus	unknown	10 days										/replicates/8940c3ea-e986-4fce-bd7b-8587e4d32320/,/replicates/1e7f0cb7-2fde-4708-b81e-da2205f3330e/	
/experiments/ENCSR000CNH/	ENCSR000CNH	DNase-seq	DNase-seq			C57BL/6 large intestine tissue male adult (8 weeks)	large intestine	UCSC-ENCODE-mm9:wgEncodeEM003397,SCREEN-mm10:C57BL/6_large_intestine_male_adult_8_weeks,GEO:GSM1014186	DNase on 8 week adult mouse large intestine	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PNV/,/files/ENCFF001PNW/,/files/ENCFF001PNX/,/files/ENCFF001PNY/,/files/ENCFF001PNZ/,/files/ENCFF001POA/,/files/ENCFF001POI/,/files/ENCFF001POL/,/files/ENCFF001PON/,/files/ENCFF001POO/,/files/ENCFF001YQA/,/files/ENCFF001YQB/,/files/ENCFF001YQC/,/files/ENCFF001YQD/,/files/ENCFF001POM/,/files/ENCFF001POH/,/files/ENCFF001POJ/,/files/ENCFF001POB/,/files/ENCFF001POC/,/files/ENCFF001POG/,/files/ENCFF001POE/,/files/ENCFF001POK/,/files/ENCFF001POD/,/files/ENCFF001POF/,/files/ENCFF076KTC/,/files/ENCFF136LCD/,/files/ENCFF451NCI/,/files/ENCFF569WSD/,/files/ENCFF941WCF/,/files/ENCFF395WSA/,/files/ENCFF435OUU/,/files/ENCFF484HJE/,/files/ENCFF193HSV/,/files/ENCFF536DOZ/,/files/ENCFF612RQF/,/files/ENCFF310SCC/,/files/ENCFF524QGM/,/files/ENCFF601FYE/,/files/ENCFF178JIT/,/files/ENCFF736NXR/,/files/ENCFF245CWX/,/files/ENCFF817LCV/,/files/ENCFF024RLR/,/files/ENCFF971VVV/,/files/ENCFF323OBH/,/files/ENCFF693CFL/,/files/ENCFF708QUT/,/files/ENCFF837NKG/,/files/ENCFF104HKW/,/files/ENCFF811RFJ/,/files/ENCFF059VGX/,/files/ENCFF342SHT/,/files/ENCFF406YUC/,/files/ENCFF726IGK/,/files/ENCFF830OKJ/,/files/ENCFF668IWB/,/files/ENCFF650OFZ/,/files/ENCFF793YHC/,/files/ENCFF397ZZJ/,/files/ENCFF935ZWA/,/files/ENCFF420ZAN/,/files/ENCFF275LUM/,/files/ENCFF684ILL/,/files/ENCFF318KUB/,/files/ENCFF829NOK/,/files/ENCFF764ZUZ/,/files/ENCFF277WBU/,/files/ENCFF802JYM/,/files/ENCFF354XMA/,/files/ENCFF994HFW/,/files/ENCFF310LAX/,/files/ENCFF087VJM/,/files/ENCFF813DCX/,/files/ENCFF577HED/,/files/ENCFF010CDA/,/files/ENCFF933WFT/,/files/ENCFF857QKV/,/files/ENCFF486QGJ/,/files/ENCFF162MQO/,/files/ENCFF261UFU/,/files/ENCFF739MNB/,/files/ENCFF673NHF/,/files/ENCFF716HLM/,/files/ENCFF680XUX/		ENCBS196ENC,ENCBS382ZFX	1,2	1		Mus musculus	adult	8 weeks										/replicates/ab49d443-4c1a-4cf1-9b39-d7705b985c56/,/replicates/7f06d39f-00a8-48c8-9d6e-211fcfb98b8b/	
/experiments/ENCSR000CNK/	ENCSR000CNK	DNase-seq	DNase-seq			129 liver tissue male embryo (14.5 days)	liver	SCREEN-mm10:129.DLCR_liver_male_embryo_14.5_days,UCSC-ENCODE-mm9:wgEncodeEM003418,GEO:GSM1014161	DNase-seq on embryonic day 14.5 mouse liver strain is 129.DLCR - DLCR	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001POQ/,/files/ENCFF001POR/,/files/ENCFF001POS/,/files/ENCFF001POT/,/files/ENCFF001POU/,/files/ENCFF001POX/,/files/ENCFF001PPD/,/files/ENCFF001PPI/,/files/ENCFF001PPJ/,/files/ENCFF001PPK/,/files/ENCFF001YQE/,/files/ENCFF001YQF/,/files/ENCFF001YQG/,/files/ENCFF001YQH/,/files/ENCFF001PPH/,/files/ENCFF001PPC/,/files/ENCFF001PPG/,/files/ENCFF001POY/,/files/ENCFF001PPA/,/files/ENCFF001POV/,/files/ENCFF001POW/,/files/ENCFF001POZ/,/files/ENCFF001PPB/,/files/ENCFF001PPF/,/files/ENCFF950VIV/,/files/ENCFF702LNZ/,/files/ENCFF968QCB/,/files/ENCFF846NSV/,/files/ENCFF671ZUF/,/files/ENCFF333UBP/,/files/ENCFF511EWS/,/files/ENCFF063XGT/,/files/ENCFF311WGM/,/files/ENCFF646YSH/,/files/ENCFF816CEA/,/files/ENCFF290QOH/,/files/ENCFF827FZX/,/files/ENCFF101XOD/,/files/ENCFF507GMY/,/files/ENCFF964HVX/,/files/ENCFF886JSZ/,/files/ENCFF419KIW/,/files/ENCFF616LIS/,/files/ENCFF258GVY/,/files/ENCFF738PAO/,/files/ENCFF664XNU/,/files/ENCFF987CET/,/files/ENCFF764GUC/,/files/ENCFF734XRQ/,/files/ENCFF805KQF/,/files/ENCFF167OJP/,/files/ENCFF539EZC/,/files/ENCFF139PAU/,/files/ENCFF164GJF/,/files/ENCFF017VMJ/,/files/ENCFF454FDS/,/files/ENCFF754NIF/,/files/ENCFF595WSC/,/files/ENCFF906XJY/,/files/ENCFF852JKE/,/files/ENCFF912RSC/,/files/ENCFF854GCQ/,/files/ENCFF317EZC/,/files/ENCFF963PVS/,/files/ENCFF914GRT/,/files/ENCFF930AJA/,/files/ENCFF142YVS/,/files/ENCFF301UUY/,/files/ENCFF677VLE/,/files/ENCFF458RJJ/,/files/ENCFF698KSN/,/files/ENCFF873EWO/,/files/ENCFF864PHA/,/files/ENCFF556GRG/,/files/ENCFF950SKW/,/files/ENCFF083CNE/,/files/ENCFF667GAB/,/files/ENCFF205FAB/,/files/ENCFF992LNJ/,/files/ENCFF136RHG/,/files/ENCFF616YBQ/,/files/ENCFF107EGU/	/reference-epigenomes/ENCSR248SXA/	ENCBS368YBA,ENCBS200ENC	2,1	1		Mus musculus	embryonic	14.5 days										/replicates/5d51d59e-a5a7-4af1-b976-8ad449b3e1ed/,/replicates/f65587c5-7885-4b60-8023-26e9c73bbf24/	
/experiments/ENCSR655WKX/	ENCSR655WKX	DNase-seq	DNase-seq			C57BL/6 intestine tissue embryo (14.5 days)	intestine	GEO:GSE172889,SCREEN-mm10:C57BL/6_intestine_embryo_14.5_days		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF439NSJ/,/files/ENCFF775VZX/,/files/ENCFF111GOL/,/files/ENCFF150FRY/,/files/ENCFF491IJV/,/files/ENCFF497FWC/,/files/ENCFF244YIO/,/files/ENCFF540NET/,/files/ENCFF088EBC/,/files/ENCFF387NRX/,/files/ENCFF387AKN/,/files/ENCFF236VRY/,/files/ENCFF581KDD/,/files/ENCFF566ITO/,/files/ENCFF118WJK/,/files/ENCFF639REN/,/files/ENCFF663IUB/,/files/ENCFF596UNC/,/files/ENCFF769ETE/,/files/ENCFF237QUK/,/files/ENCFF460YOK/,/files/ENCFF009QAA/,/files/ENCFF966DQW/,/files/ENCFF032TWJ/,/files/ENCFF412VEQ/,/files/ENCFF490UJA/,/files/ENCFF600ZTE/,/files/ENCFF424BHU/,/files/ENCFF505FWA/,/files/ENCFF212MDX/,/files/ENCFF429DIA/,/files/ENCFF135TFW/,/files/ENCFF734XTL/,/files/ENCFF948NBP/,/files/ENCFF622EDP/,/files/ENCFF017QDJ/,/files/ENCFF754LVO/,/files/ENCFF735IFI/,/files/ENCFF038CPH/,/files/ENCFF563UIC/,/files/ENCFF878JDA/,/files/ENCFF619LRS/,/files/ENCFF897LYF/,/files/ENCFF182DZI/,/files/ENCFF141DCT/,/files/ENCFF622ZMY/,/files/ENCFF305TWH/,/files/ENCFF996YWA/,/files/ENCFF841WLY/,/files/ENCFF151ECS/,/files/ENCFF867XZS/,/files/ENCFF060JFP/,/files/ENCFF880QXI/,/files/ENCFF130MPT/,/files/ENCFF964KBJ/,/files/ENCFF796XVB/,/files/ENCFF786TWH/,/files/ENCFF883UCQ/	/reference-epigenomes/ENCSR026SJT/	ENCBS574JBA,ENCBS850JRM	1,2	1		Mus musculus	embryonic	14.5 days										/replicates/c529e6be-4ee7-4ac2-a632-c929068becc8/,/replicates/f9f95c9d-8d57-4064-924f-f8e52df60b52/	
/experiments/ENCSR000CNL/	ENCSR000CNL	DNase-seq	DNase-seq			129 liver tissue male embryo (14.5 days)	liver	GEO:GSM1014162,UCSC-ENCODE-mm9:wgEncodeEM003419,SCREEN-mm10:129_liver_male_embryo_14.5_days	DNase-seq on embryonic day 14.5 mouse liver strain is 129	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PSX/,/files/ENCFF001PSY/,/files/ENCFF001PSZ/,/files/ENCFF001PTA/,/files/ENCFF001PTI/,/files/ENCFF001YRM/,/files/ENCFF001YRN/,/files/ENCFF001PTC/,/files/ENCFF001PTH/,/files/ENCFF001PTE/,/files/ENCFF001PTF/,/files/ENCFF001PTG/,/files/ENCFF001PTB/,/files/ENCFF001PTD/,/files/ENCFF093CTZ/,/files/ENCFF278SHU/,/files/ENCFF304MEX/,/files/ENCFF635GLR/,/files/ENCFF302MII/,/files/ENCFF922EAX/,/files/ENCFF044JCK/,/files/ENCFF530XKG/,/files/ENCFF267MTA/,/files/ENCFF685FMH/,/files/ENCFF792JIM/,/files/ENCFF436WUY/,/files/ENCFF470ZOE/,/files/ENCFF128ENN/,/files/ENCFF119MTD/,/files/ENCFF014AYY/,/files/ENCFF956IZY/,/files/ENCFF435WED/,/files/ENCFF131AEP/,/files/ENCFF090SRB/,/files/ENCFF866VWE/,/files/ENCFF580CNP/,/files/ENCFF721VJB/,/files/ENCFF307IYU/,/files/ENCFF369WPY/,/files/ENCFF962ZSP/,/files/ENCFF449JTH/,/files/ENCFF578VRG/,/files/ENCFF434SJJ/,/files/ENCFF389REZ/		ENCBS526RJV	1	1		Mus musculus	embryonic	14.5 days										/replicates/12835443-7830-46c8-82c5-224b3cce6004/	
/experiments/ENCSR000CMW/	ENCSR000CMW	DNase-seq	DNase-seq			129 ES-E14	ES-E14	SCREEN-mm10:129_ES-E14,UCSC-ENCODE-mm9:wgEncodeEM003417,GEO:GSM1014154	DNase on embryonic mouse stem cell line E14	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PIL/,/files/ENCFF001PIM/,/files/ENCFF001PIN/,/files/ENCFF001PIO/,/files/ENCFF001PIP/,/files/ENCFF001PIQ/,/files/ENCFF001PIR/,/files/ENCFF001PIW/,/files/ENCFF001PIY/,/files/ENCFF001PIZ/,/files/ENCFF001YOI/,/files/ENCFF001YOJ/,/files/ENCFF001YOK/,/files/ENCFF001YOL/,/files/ENCFF001PIT/,/files/ENCFF001PIS/,/files/ENCFF001PIV/,/files/ENCFF001PIU/,/files/ENCFF001PIX/,/files/ENCFF133XRW/,/files/ENCFF795CRR/,/files/ENCFF178MGP/,/files/ENCFF755QTA/,/files/ENCFF480YKI/,/files/ENCFF132LXH/,/files/ENCFF022AVZ/,/files/ENCFF916PHK/,/files/ENCFF367HEG/,/files/ENCFF987QWK/,/files/ENCFF601WIW/,/files/ENCFF684RAZ/,/files/ENCFF829BPW/,/files/ENCFF061QNV/,/files/ENCFF560SLS/,/files/ENCFF167GZG/,/files/ENCFF502SRE/,/files/ENCFF158VSH/,/files/ENCFF945WIX/,/files/ENCFF911LAE/,/files/ENCFF805XVQ/,/files/ENCFF498LLX/,/files/ENCFF166USI/,/files/ENCFF178GUI/,/files/ENCFF426RDL/,/files/ENCFF672DJH/,/files/ENCFF273XCF/,/files/ENCFF754ILF/,/files/ENCFF785XJZ/,/files/ENCFF872IES/,/files/ENCFF205DAI/,/files/ENCFF192YJJ/,/files/ENCFF809UQX/,/files/ENCFF119ZWY/,/files/ENCFF814XLJ/,/files/ENCFF797POV/,/files/ENCFF186QEL/,/files/ENCFF054QMF/,/files/ENCFF812QAS/,/files/ENCFF618LMU/,/files/ENCFF740CNQ/,/files/ENCFF562VBE/,/files/ENCFF460LEW/,/files/ENCFF588OBU/,/files/ENCFF786RDN/,/files/ENCFF086PHK/,/files/ENCFF962TCT/,/files/ENCFF129WXK/,/files/ENCFF782QYA/,/files/ENCFF661TBA/,/files/ENCFF834YXU/,/files/ENCFF833BTJ/,/files/ENCFF071PYB/,/files/ENCFF549GYQ/,/files/ENCFF326ZKN/,/files/ENCFF048DWN/,/files/ENCFF565YPL/,/files/ENCFF320TYY/,/files/ENCFF694QDY/,/files/ENCFF192EWE/	/reference-epigenomes/ENCSR349GLM/	ENCBS033ENC,ENCBS324NLT	1,2	1		Mus musculus	embryonic											/replicates/c5a014ec-5b13-4b83-aafa-84f787b66dec/,/replicates/ddd045bf-6743-4c4a-a9b2-76ceb7ab8787/	
/experiments/ENCSR000CNM/	ENCSR000CNM	DNase-seq	DNase-seq			C57BL/6 lung tissue male adult (8 weeks)	lung	GEO:GSM1014194,UCSC-ENCODE-mm9:wgEncodeEM002907,UCSC-ENCODE-mm9:wgEncodeEM001723	DNase-seq and DGF 8 week mouse lung	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PTK/,/files/ENCFF001PTL/,/files/ENCFF001PTN/,/files/ENCFF001PTO/,/files/ENCFF001PTQ/,/files/ENCFF001PTR/,/files/ENCFF001PTS/,/files/ENCFF001PTV/,/files/ENCFF001PTW/,/files/ENCFF001PTX/,/files/ENCFF001YRP/,/files/ENCFF001YRQ/,/files/ENCFF001YRS/,/files/ENCFF001YRT/,/files/ENCFF001OLG/,/files/ENCFF001OLH/,/files/ENCFF001OMP/,/files/ENCFF001OMQ/,/files/ENCFF001OPH/,/files/ENCFF001PTJ/,/files/ENCFF001PTM/,/files/ENCFF001PTP/,/files/ENCFF001PTT/,/files/ENCFF001PTU/,/files/ENCFF001YLG/,/files/ENCFF001YLH/,/files/ENCFF001YRO/,/files/ENCFF001YRR/,/files/ENCFF135LVD/,/files/ENCFF120UKZ/,/files/ENCFF840UOF/,/files/ENCFF419JUA/,/files/ENCFF038DEX/,/files/ENCFF125HQM/,/files/ENCFF749VUS/,/files/ENCFF618CBF/,/files/ENCFF512ETG/,/files/ENCFF277TMZ/,/files/ENCFF036UVG/,/files/ENCFF533FXW/,/files/ENCFF935BVH/,/files/ENCFF222MBA/,/files/ENCFF789IQM/,/files/ENCFF338XPQ/,/files/ENCFF414ZEG/,/files/ENCFF006FLP/,/files/ENCFF810YME/,/files/ENCFF102MGA/,/files/ENCFF363MPC/,/files/ENCFF769WJE/,/files/ENCFF072GXF/,/files/ENCFF093IIU/,/files/ENCFF281OBV/,/files/ENCFF709EDL/,/files/ENCFF172YZW/,/files/ENCFF310JWA/,/files/ENCFF921OWL/,/files/ENCFF536LUY/,/files/ENCFF487IWM/,/files/ENCFF468IRK/,/files/ENCFF968CUA/,/files/ENCFF686DNX/,/files/ENCFF840JNX/,/files/ENCFF369GLI/,/files/ENCFF592IKD/,/files/ENCFF332VUM/,/files/ENCFF646CZY/,/files/ENCFF536WVH/,/files/ENCFF803WFV/,/files/ENCFF520SWN/,/files/ENCFF697MEX/,/files/ENCFF712VME/,/files/ENCFF324PKV/,/files/ENCFF147SDT/,/files/ENCFF357ACU/,/files/ENCFF268DLZ/,/files/ENCFF849QBA/,/files/ENCFF047GEU/,/files/ENCFF683KFW/,/files/ENCFF567MPP/,/files/ENCFF037BTL/,/files/ENCFF324PZO/,/files/ENCFF249PJY/,/files/ENCFF716GFE/,/files/ENCFF428TJC/,/files/ENCFF393GDG/,/files/ENCFF790HOG/,/files/ENCFF847JUJ/,/files/ENCFF990UJK/,/files/ENCFF270WRO/,/files/ENCFF583QRL/,/files/ENCFF667WVZ/,/files/ENCFF817ZXN/		ENCBS030VSE,ENCBS348ENC,ENCBS349ENC	2,3,1	1		Mus musculus	adult	8 weeks										/replicates/c612e8b5-2200-4dad-b517-550fb8f9f6c9/,/replicates/3a3a58a4-4e53-446a-a2dc-4efabcb7d62b/,/replicates/dba396d8-8fec-4601-80f4-c8528891eec0/	
/experiments/ENCSR000COB/	ENCSR000COB	DNase-seq	DNase-seq			C57BL/6 thymus tissue male adult (8 weeks)	thymus	UCSC-ENCODE-mm9:wgEncodeEM003395,SCREEN-mm10:C57BL/6_thymus_male_adult_8_weeks,GEO:GSM1014185,UCSC-ENCODE-mm9:wgEncodeEM002912	DNase-seq and DGF on 8 week mouse thymus	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001ORJ/,/files/ENCFF001ORK/,/files/ENCFF001PZX/,/files/ENCFF001QAA/,/files/ENCFF001QAD/,/files/ENCFF001QAG/,/files/ENCFF001QAH/,/files/ENCFF001YTR/,/files/ENCFF001YTT/,/files/ENCFF001ORH/,/files/ENCFF001ORI/,/files/ENCFF001OSK/,/files/ENCFF001OSL/,/files/ENCFF001OVV/,/files/ENCFF001PZW/,/files/ENCFF001PZY/,/files/ENCFF001PZZ/,/files/ENCFF001QAF/,/files/ENCFF001YLQ/,/files/ENCFF001YLR/,/files/ENCFF001YTQ/,/files/ENCFF001YTS/,/files/ENCFF001QAE/,/files/ENCFF712MRZ/,/files/ENCFF093PTY/,/files/ENCFF994UUL/,/files/ENCFF120OWR/,/files/ENCFF931HEQ/,/files/ENCFF790MZZ/,/files/ENCFF148RQQ/,/files/ENCFF540HLI/,/files/ENCFF188CGQ/,/files/ENCFF783TKD/,/files/ENCFF708DDK/,/files/ENCFF638PES/,/files/ENCFF393RMC/,/files/ENCFF991SWC/,/files/ENCFF355NSE/,/files/ENCFF240XWC/,/files/ENCFF385SQM/,/files/ENCFF212FHI/,/files/ENCFF916UXB/,/files/ENCFF686CDW/,/files/ENCFF807SAW/,/files/ENCFF024SZQ/,/files/ENCFF424TYJ/,/files/ENCFF731ZYV/,/files/ENCFF100QAN/,/files/ENCFF427NWE/,/files/ENCFF948LPC/,/files/ENCFF058ESD/,/files/ENCFF375TTB/,/files/ENCFF266KGB/,/files/ENCFF069QRH/,/files/ENCFF736VAJ/,/files/ENCFF081EZG/,/files/ENCFF016VSZ/,/files/ENCFF672LWI/,/files/ENCFF794BWN/,/files/ENCFF068RDX/,/files/ENCFF019SNP/,/files/ENCFF936SSB/,/files/ENCFF709FRZ/,/files/ENCFF150WOX/,/files/ENCFF635ZGK/,/files/ENCFF689JMW/,/files/ENCFF356TZE/,/files/ENCFF420BHB/	/reference-epigenomes/ENCSR325LOF/	ENCBS354ENC,ENCBS161GCB	1,2	1		Mus musculus	adult	8 weeks										/replicates/b14bb72d-3ad9-468a-b626-835648b9947d/,/replicates/208a4fa7-9ed0-48eb-bc4b-e5bcc2708b56/	
/experiments/ENCSR432XZX/	ENCSR432XZX	DNase-seq	DNase-seq			C57BL/6 cortex tissue	cortex	GEO:GSE172994		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF734CVS/,/files/ENCFF899JOL/,/files/ENCFF071YFS/,/files/ENCFF214LKO/,/files/ENCFF090GCQ/,/files/ENCFF386KDR/,/files/ENCFF304QSV/,/files/ENCFF307ZKW/,/files/ENCFF577TFG/,/files/ENCFF706DKK/,/files/ENCFF927BMF/,/files/ENCFF931CWP/,/files/ENCFF468LZE/,/files/ENCFF469DAK/,/files/ENCFF642IIV/,/files/ENCFF274PYQ/	/experiment-series/ENCSR219RSG/	ENCBS812GRZ	1	1		Mus musculus	unknown											/replicates/8eec492b-cfd6-4c69-9033-36a225739634/	
/experiments/ENCSR000CNC/	ENCSR000CNC	DNase-seq	DNase-seq			C57BL/6 gonadal fat pad tissue male adult (8 weeks)	gonadal fat pad	GEO:GSM1014173,SCREEN-mm10:C57BL/6_gonadal_fat_pad_male_adult_8_weeks,UCSC-ENCODE-mm9:wgEncodeEM001932	DNase on 8 week adult mouse gonadal fat pad	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PLN/,/files/ENCFF001PLO/,/files/ENCFF001PLP/,/files/ENCFF001PLQ/,/files/ENCFF001PLR/,/files/ENCFF001PLS/,/files/ENCFF001PLU/,/files/ENCFF001PLW/,/files/ENCFF001PLX/,/files/ENCFF001PMD/,/files/ENCFF001YPG/,/files/ENCFF001YPH/,/files/ENCFF001YPI/,/files/ENCFF001YPJ/,/files/ENCFF001PLT/,/files/ENCFF001PLV/,/files/ENCFF148JTM/,/files/ENCFF931LGL/,/files/ENCFF998LYH/,/files/ENCFF130FSD/,/files/ENCFF695TXY/,/files/ENCFF594KYK/,/files/ENCFF391LNH/,/files/ENCFF143JQN/,/files/ENCFF142VPV/,/files/ENCFF959ZRA/,/files/ENCFF388GOH/,/files/ENCFF870IKN/,/files/ENCFF965MBD/,/files/ENCFF583EEL/,/files/ENCFF688FDL/,/files/ENCFF593CRX/,/files/ENCFF057VDA/,/files/ENCFF096DPF/,/files/ENCFF217PXY/,/files/ENCFF770RFW/,/files/ENCFF949UBW/,/files/ENCFF183MCM/,/files/ENCFF082DGH/,/files/ENCFF961SFL/,/files/ENCFF507JNE/,/files/ENCFF695AXB/,/files/ENCFF555QZS/,/files/ENCFF576HBH/,/files/ENCFF691WRX/,/files/ENCFF366WLE/,/files/ENCFF090NJT/,/files/ENCFF248RIR/,/files/ENCFF218OXC/,/files/ENCFF958OKV/,/files/ENCFF833DEL/,/files/ENCFF352TEN/,/files/ENCFF603SGV/,/files/ENCFF848QBX/,/files/ENCFF677ZUM/,/files/ENCFF240DDY/,/files/ENCFF261KPY/,/files/ENCFF597YSO/,/files/ENCFF857KGG/,/files/ENCFF671MLQ/,/files/ENCFF829OCL/,/files/ENCFF596RHU/,/files/ENCFF390IRB/		ENCBS912DRQ,ENCBS189ENC	2,1	1		Mus musculus	adult	8 weeks										/replicates/fd0689c0-3a28-4fd5-abc3-2058ab054e61/,/replicates/0d89a1ca-d7dc-48fb-9517-55fb033e1c16/	
/experiments/ENCSR263XCT/	ENCSR263XCT	DNase-seq	DNase-seq			C57BL/6 cortex tissue	cortex	GEO:GSE172565		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF383UOZ/,/files/ENCFF408FAY/,/files/ENCFF121SPR/,/files/ENCFF206VEC/,/files/ENCFF325VGO/,/files/ENCFF805FFV/,/files/ENCFF712DZO/,/files/ENCFF426XPL/,/files/ENCFF080INA/,/files/ENCFF913BJL/,/files/ENCFF091FIO/,/files/ENCFF834QRH/,/files/ENCFF231WLA/,/files/ENCFF283JEE/,/files/ENCFF600RAA/,/files/ENCFF616SUS/	/experiment-series/ENCSR219RSG/	ENCBS127SPH	1	1		Mus musculus	unknown											/replicates/6f52a32d-4f6d-420a-afc6-031e98b74348/	
