File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF326PAL	bam	bam		unfiltered alignments	mm10	ENCSR876SYO	ATAC-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											DNA			ATAC buffer			2017-10-10	ENCODE		chemical (Nextera tagmentation)	200-750	1	1_1		51					/files/ENCFF043JPE/, /files/ENCFF369BHN/, /files/ENCFF309GLL/	4473337478	ENCODE Processing Pipeline	80513d16f0bc05ad3488a10e9a00ddaf		https://www.encodeproject.org/files/ENCFF326PAL/@@download/ENCFF326PAL.bam				released	s3://encode-public/2020/08/17/992ed97a-9915-4d13-8939-cfb50de344f0/ENCFF326PAL.bam	ENCODE4 v1.8.0 mm10	released	moderate TSS enrichment, low read depth, moderate number of reproducible peaks		
ENCFF539SFQ	bam	bam		unfiltered alignments	mm10	ENCSR876SYO	ATAC-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											DNA			ATAC buffer			2017-10-10	ENCODE		chemical (Nextera tagmentation)	200-750	2	2_1		51					/files/ENCFF050LTK/, /files/ENCFF185IWQ/, /files/ENCFF309GLL/	4220510846	ENCODE Processing Pipeline	a2b6f70c5f2bbf30742f5cac330f796c		https://www.encodeproject.org/files/ENCFF539SFQ/@@download/ENCFF539SFQ.bam				released	s3://encode-public/2020/08/17/4989f8ad-fdc3-4065-ad40-f5733328bc1a/ENCFF539SFQ.bam	ENCODE4 v1.8.0 mm10	released	moderate TSS enrichment, low read depth, moderate number of reproducible peaks		
ENCFF321XSE	bam	bam		alignments	mm10	ENCSR876SYO	ATAC-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											DNA			ATAC buffer			2017-10-10	ENCODE		chemical (Nextera tagmentation)	200-750	1	1_1		51					/files/ENCFF206BQS/, /files/ENCFF580RGZ/, /files/ENCFF498BEJ/, /files/ENCFF547MET/, /files/ENCFF015KVI/, /files/ENCFF309GLL/, /files/ENCFF369BHN/, /files/ENCFF043JPE/	2390178446	ENCODE Processing Pipeline	b7027a7349fda99d0ecd375e4edc5fdd		https://www.encodeproject.org/files/ENCFF321XSE/@@download/ENCFF321XSE.bam				released	s3://encode-public/2020/08/17/8e017a4e-3665-4efe-865d-ec1accb87b04/ENCFF321XSE.bam	ENCODE4 v1.8.0 mm10	released	moderate TSS enrichment, low read depth, moderate number of reproducible peaks		
ENCFF072SUR	bam	bam		alignments	mm10	ENCSR876SYO	ATAC-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											DNA			ATAC buffer			2017-10-10	ENCODE		chemical (Nextera tagmentation)	200-750	2	2_1		51					/files/ENCFF206BQS/, /files/ENCFF580RGZ/, /files/ENCFF498BEJ/, /files/ENCFF185IWQ/, /files/ENCFF050LTK/, /files/ENCFF547MET/, /files/ENCFF015KVI/, /files/ENCFF309GLL/	2316494708	ENCODE Processing Pipeline	ac8d1bbd20e2ac6c93958e44ea043d09		https://www.encodeproject.org/files/ENCFF072SUR/@@download/ENCFF072SUR.bam				released	s3://encode-public/2020/08/17/4a3fb0a6-e6e9-4f74-8c97-f17ea03a347a/ENCFF072SUR.bam	ENCODE4 v1.8.0 mm10	released	moderate TSS enrichment, low read depth, moderate number of reproducible peaks		
ENCFF827RGX	bam	bam		alignments	mm10-minimal	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1, 2_3		36					/files/ENCFF808RCP/, /files/ENCFF712WXR/, /files/ENCFF807OPN/, /files/ENCFF351SCW/, /files/ENCFF920GTX/, /files/ENCFF343RDG/	14887284876	John Stamatoyannopoulos, UW	735d9e74f586d49ff8aa1e8a1efe5f75		https://www.encodeproject.org/files/ENCFF827RGX/@@download/ENCFF827RGX.bam				archived	s3://encode-public/2015/11/13/4970f1a2-356e-4da3-bc73-48227b456beb/ENCFF827RGX.bam	Lab custom mm10-minimal	archived	low spot score		
ENCFF472MKS	bam	bam		alignments	mm10-minimal	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1, 1_2		36					/files/ENCFF989KHS/, /files/ENCFF294VIB/, /files/ENCFF911FBL/	3150340843	John Stamatoyannopoulos, UW	eaa0536b7310465971c130337b4a4305		https://www.encodeproject.org/files/ENCFF472MKS/@@download/ENCFF472MKS.bam				archived	s3://encode-public/2016/04/28/9d002e5f-3b22-4d54-a9ea-1167947566cf/ENCFF472MKS.bam	Lab custom mm10-minimal	archived	low spot score		
ENCFF117JMC	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1		36					/files/ENCFF340HIY/, /files/ENCFF294VIB/, /files/ENCFF989KHS/	5066008718	ENCODE Processing Pipeline	2e3727977fd17d64ab42189899e04788		https://www.encodeproject.org/files/ENCFF117JMC/@@download/ENCFF117JMC.bam				archived	s3://encode-public/2016/11/07/f2816bf8-abe0-4c7c-a2ff-cc043643bdba/ENCFF117JMC.bam	ENCODE3 mm10	archived	low spot score		
ENCFF583OHJ	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_2		36					/files/ENCFF911FBL/, /files/ENCFF340HIY/	1998040750	ENCODE Processing Pipeline	d7de590706039a9fa9ac25ca392c503c		https://www.encodeproject.org/files/ENCFF583OHJ/@@download/ENCFF583OHJ.bam				released	s3://encode-public/2016/11/07/4878142d-0de9-428e-93c3-21f6d23db14c/ENCFF583OHJ.bam	ENCODE3 mm10	archived	low spot score		
ENCFF283ILX	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1		36					/files/ENCFF340HIY/, /files/ENCFF351SCW/, /files/ENCFF808RCP/, /files/ENCFF920GTX/, /files/ENCFF807OPN/	22845403847	ENCODE Processing Pipeline	a062c71d81322aeefb6bd5ce447004c1		https://www.encodeproject.org/files/ENCFF283ILX/@@download/ENCFF283ILX.bam				archived	s3://encode-public/2016/11/07/77deab34-cf40-4477-bfcb-bc8c9b1007ae/ENCFF283ILX.bam	ENCODE3 mm10	archived	low spot score		
ENCFF623SDQ	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_3		36					/files/ENCFF712WXR/, /files/ENCFF343RDG/, /files/ENCFF340HIY/	1542556932	ENCODE Processing Pipeline	df49ed97dd10fb8f0748b598f4473428		https://www.encodeproject.org/files/ENCFF623SDQ/@@download/ENCFF623SDQ.bam				released	s3://encode-public/2016/11/07/17a72466-71c3-4685-9284-48e326ff4352/ENCFF623SDQ.bam	ENCODE3 mm10	archived	low spot score		
ENCFF618GQR	bam	bam		alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1, 1_2		36					/files/ENCFF117JMC/, /files/ENCFF583OHJ/	5840649365	ENCODE Processing Pipeline	aba44254678c973588a8ac69985fc210		https://www.encodeproject.org/files/ENCFF618GQR/@@download/ENCFF618GQR.bam				archived	s3://encode-public/2016/11/07/79aa7858-348e-4e84-bf7f-121a5a7a524f/ENCFF618GQR.bam	ENCODE3 mm10	archived	low spot score		
ENCFF887EHV	bam	bam		alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1, 2_3		36					/files/ENCFF283ILX/, /files/ENCFF623SDQ/	19501679143	ENCODE Processing Pipeline	104e1921e561657ea5ef44b43c886af4		https://www.encodeproject.org/files/ENCFF887EHV/@@download/ENCFF887EHV.bam				archived	s3://encode-public/2016/11/07/4098c8df-6db1-4653-9f11-68e7004faf0d/ENCFF887EHV.bam	ENCODE3 mm10	archived	low spot score		
ENCFF900TLT	bam	bam		alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1, 1_2		36					/files/ENCFF882SRG/, /files/ENCFF713KFQ/	4752672770	ENCODE Processing Pipeline	700d1b7ece64aa9bfa14b695427bbd31		https://www.encodeproject.org/files/ENCFF900TLT/@@download/ENCFF900TLT.bam				released	s3://encode-public/2020/10/20/5eef785f-d51c-494f-9729-0c5bd427e31b/ENCFF900TLT.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF084JNY	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1		36					/files/ENCFF340HIY/, /files/ENCFF294VIB/, /files/ENCFF989KHS/	3965639128	ENCODE Processing Pipeline	54334226cd2feb1aeab0749f6ce8d97c		https://www.encodeproject.org/files/ENCFF084JNY/@@download/ENCFF084JNY.bam				released	s3://encode-public/2017/08/24/995732e6-8524-4aad-b045-8c1e5750f0ed/ENCFF084JNY.bam	ENCODE3 mm10	archived	low spot score		
ENCFF670SIG	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1		36					/files/ENCFF340HIY/, /files/ENCFF351SCW/, /files/ENCFF808RCP/, /files/ENCFF920GTX/, /files/ENCFF807OPN/	19252385057	ENCODE Processing Pipeline	3f16c1459541717a7d677f45e55dfc9b		https://www.encodeproject.org/files/ENCFF670SIG/@@download/ENCFF670SIG.bam				released	s3://encode-public/2017/08/24/a944e7f5-39b9-4bac-90a8-bcf4835a2fa0/ENCFF670SIG.bam	ENCODE3 mm10	archived	low spot score		
ENCFF413CXA	bam	bam		alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1, 1_2		36					/files/ENCFF084JNY/, /files/ENCFF583OHJ/	4932460921	ENCODE Processing Pipeline	4fef27fa93e95bc62183b172192fc046		https://www.encodeproject.org/files/ENCFF413CXA/@@download/ENCFF413CXA.bam				released	s3://encode-public/2017/08/24/f7b22973-32df-461b-9d11-ecf182629f1a/ENCFF413CXA.bam	ENCODE3 mm10	archived	low spot score		
ENCFF675YMV	bam	bam		alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1, 2_3		36					/files/ENCFF670SIG/, /files/ENCFF623SDQ/	16909082247	ENCODE Processing Pipeline	e54783ca78430a81bac225dd602a7add		https://www.encodeproject.org/files/ENCFF675YMV/@@download/ENCFF675YMV.bam				released	s3://encode-public/2017/08/24/ced5586c-3235-4dc3-8493-f4cadf00b50f/ENCFF675YMV.bam	ENCODE3 mm10	archived	low spot score		
ENCFF713KFQ	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				1	1_1, 1_2		36					/files/ENCFF063EBQ/, /files/ENCFF989KHS/, /files/ENCFF911FBL/, /files/ENCFF294VIB/	6786072937	ENCODE Processing Pipeline	0ef385de9cebb0aa1a3c321a49c0e8ea		https://www.encodeproject.org/files/ENCFF713KFQ/@@download/ENCFF713KFQ.bam				released	s3://encode-public/2020/10/20/126bd994-7dfd-4185-b8c5-d58b647ac996/ENCFF713KFQ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF835QWB	bam	bam		unfiltered alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1, 2_3		36					/files/ENCFF920GTX/, /files/ENCFF807OPN/, /files/ENCFF343RDG/, /files/ENCFF808RCP/, /files/ENCFF063EBQ/, /files/ENCFF351SCW/, /files/ENCFF712WXR/	25620687491	ENCODE Processing Pipeline	226035a53674c4d13c487fc6025f8ed8		https://www.encodeproject.org/files/ENCFF835QWB/@@download/ENCFF835QWB.bam				released	s3://encode-public/2020/10/20/90a8d188-1bd1-4181-ae13-fa29f5a5a723/ENCFF835QWB.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF724EJZ	bam	bam		alignments	mm10	ENCSR998KYQ	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0000136	adipocyte	in vitro differentiated cells	Mus musculus											DNA						2016-11-02	ENCODE				2	2_1, 2_3		36					/files/ENCFF835QWB/, /files/ENCFF882SRG/	15985455771	ENCODE Processing Pipeline	b026ef0423b7f8e4ccb3b0926d88b670		https://www.encodeproject.org/files/ENCFF724EJZ/@@download/ENCFF724EJZ.bam				released	s3://encode-public/2020/10/20/81a5734c-24c5-49f3-8573-5b556e67a952/ENCFF724EJZ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF933LYJ	bam	bam		unfiltered alignments	mm10	ENCSR863SWY	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001255	urinary bladder	tissue	Mus musculus											DNA						2021-07-15	ENCODE				1	1_1		101					/files/ENCFF356EAC/, /files/ENCFF063EBQ/, /files/ENCFF987FXG/, /files/ENCFF996UPY/, /files/ENCFF166RBF/	17929612830	ENCODE Processing Pipeline	9589c2bbd232ec8c83f16a591f60a3f5		https://www.encodeproject.org/files/ENCFF933LYJ/@@download/ENCFF933LYJ.bam				released	s3://encode-public/2021/06/03/97d0e15e-7c63-49a0-947d-3ddcf892fc24/ENCFF933LYJ.bam	ENCODE4 v3.0.0 mm10	released	low spot score		
ENCFF600SYR	bam	bam		unfiltered alignments	mm10	ENCSR863SWY	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001255	urinary bladder	tissue	Mus musculus											DNA						2021-07-15	ENCODE				2	2_1		101					/files/ENCFF305ZIH/, /files/ENCFF063EBQ/, /files/ENCFF851TDJ/, /files/ENCFF531KQI/, /files/ENCFF350HWK/	15435829857	ENCODE Processing Pipeline	9cc6deff430340e453bc6824906b8230		https://www.encodeproject.org/files/ENCFF600SYR/@@download/ENCFF600SYR.bam				released	s3://encode-public/2021/06/03/b058a6eb-df6b-441f-8e8c-2f928ed6ee80/ENCFF600SYR.bam	ENCODE4 v3.0.0 mm10	released	low spot score		
ENCFF425ALX	bam	bam		alignments	mm10	ENCSR863SWY	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001255	urinary bladder	tissue	Mus musculus											DNA						2021-07-15	ENCODE				1	1_1		101					/files/ENCFF882SRG/, /files/ENCFF933LYJ/	8456296682	ENCODE Processing Pipeline	e7aa74fc32f8fbacdd8f316bc1babcd3		https://www.encodeproject.org/files/ENCFF425ALX/@@download/ENCFF425ALX.bam				released	s3://encode-public/2021/06/03/30657f3c-da67-4ad3-9eb6-2ecc3d582450/ENCFF425ALX.bam	ENCODE4 v3.0.0 mm10	released	low spot score		
ENCFF245CAJ	bam	bam		alignments	mm10	ENCSR863SWY	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001255	urinary bladder	tissue	Mus musculus											DNA						2021-07-15	ENCODE				2	2_1		101					/files/ENCFF600SYR/, /files/ENCFF882SRG/	8041960600	ENCODE Processing Pipeline	db2739085eefa30e84cab15cdb7f09e7		https://www.encodeproject.org/files/ENCFF245CAJ/@@download/ENCFF245CAJ.bam				released	s3://encode-public/2021/06/03/aec85fc4-23af-467b-97b9-a3e5f47b49cb/ENCFF245CAJ.bam	ENCODE4 v3.0.0 mm10	released	low spot score		
ENCFF622BHO	bam	bam		alignments	mm10	ENCSR720KMQ	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2021-06-30	ENCODE				1	1_1		101					/files/ENCFF341VTM/, /files/ENCFF882SRG/	10820735112	ENCODE Processing Pipeline	db50f362d56ef753b8c09d6624a935c0		https://www.encodeproject.org/files/ENCFF622BHO/@@download/ENCFF622BHO.bam				released	s3://encode-public/2021/06/28/409d08ed-1b26-4967-9084-3319da2699b4/ENCFF622BHO.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF791LZH	bam	bam		alignments	mm10	ENCSR720KMQ	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2021-06-30	ENCODE				2	2_1		101					/files/ENCFF864MRY/, /files/ENCFF882SRG/	7427456508	ENCODE Processing Pipeline	f49dbb41b4a23edb75536918513a2bfc		https://www.encodeproject.org/files/ENCFF791LZH/@@download/ENCFF791LZH.bam				released	s3://encode-public/2021/06/28/34794b71-0d2c-420a-a5b6-1be5bf1ea247/ENCFF791LZH.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF864MRY	bam	bam		unfiltered alignments	mm10	ENCSR720KMQ	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2021-06-30	ENCODE				2	2_1		101					/files/ENCFF270ODZ/, /files/ENCFF063EBQ/, /files/ENCFF707YBJ/, /files/ENCFF478JGP/, /files/ENCFF983DIQ/	12759329470	ENCODE Processing Pipeline	546864380d362c60a284e9b69e6ce296		https://www.encodeproject.org/files/ENCFF864MRY/@@download/ENCFF864MRY.bam				released	s3://encode-public/2021/06/28/b16814d1-ad41-4853-9ce2-6bf8afcf0b45/ENCFF864MRY.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF341VTM	bam	bam		unfiltered alignments	mm10	ENCSR720KMQ	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2021-06-30	ENCODE				1	1_1		101					/files/ENCFF230EVM/, /files/ENCFF063EBQ/, /files/ENCFF377XPO/, /files/ENCFF374HDU/, /files/ENCFF644BQQ/	24199518320	ENCODE Processing Pipeline	3e0c94aec8bd904fc184b3cb88ffc2be		https://www.encodeproject.org/files/ENCFF341VTM/@@download/ENCFF341VTM.bam				released	s3://encode-public/2021/06/28/02df8b45-1367-47a2-9aba-513e0f8186a5/ENCFF341VTM.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF643KUM	bam	bam		alignments	mm10-minimal	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		36					/files/ENCFF807ZAM/, /files/ENCFF755MDA/, /files/ENCFF069XLI/, /files/ENCFF338XTC/, /files/ENCFF820BAU/, /files/ENCFF691COU/	3203073258	John Stamatoyannopoulos, UW	7f32f08656966da41c50e30c4204749b		https://www.encodeproject.org/files/ENCFF643KUM/@@download/ENCFF643KUM.bam				archived	s3://encode-public/2016/04/28/4b10dfbd-1cb3-4e23-9644-a8b5d182c33d/ENCFF643KUM.bam	Lab custom mm10-minimal	archived	low spot score		
ENCFF762UST	bam	bam		unfiltered alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		36					/files/ENCFF340HIY/, /files/ENCFF691COU/, /files/ENCFF820BAU/, /files/ENCFF807ZAM/, /files/ENCFF755MDA/, /files/ENCFF338XTC/, /files/ENCFF069XLI/	11904705960	ENCODE Processing Pipeline	5b1fe54dddbf0f6fa06def7047263d2d		https://www.encodeproject.org/files/ENCFF762UST/@@download/ENCFF762UST.bam				archived	s3://encode-public/2016/10/25/e838c467-2b83-480d-b98c-9d64abe06dc1/ENCFF762UST.bam	ENCODE3 mm10	archived	low spot score		
ENCFF018HVM	bam	bam		alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		36					/files/ENCFF762UST/	3210454242	ENCODE Processing Pipeline	e31b8710a88b1ea312ce9469f96fc03d		https://www.encodeproject.org/files/ENCFF018HVM/@@download/ENCFF018HVM.bam				archived	s3://encode-public/2016/10/25/55dd2b96-8ed9-4f9c-882b-0eeb13a47045/ENCFF018HVM.bam	ENCODE3 mm10	archived	low spot score		
ENCFF707ZKG	bam	bam		unfiltered alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		36					/files/ENCFF063EBQ/, /files/ENCFF069XLI/, /files/ENCFF691COU/, /files/ENCFF807ZAM/, /files/ENCFF338XTC/, /files/ENCFF820BAU/, /files/ENCFF755MDA/	13252244561	ENCODE Processing Pipeline	08b45f5eb667acf8b729a032387ed127		https://www.encodeproject.org/files/ENCFF707ZKG/@@download/ENCFF707ZKG.bam				released	s3://encode-public/2020/10/20/fedfefca-e93a-4c46-9218-5bd757ca6aea/ENCFF707ZKG.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF406NID	bam	bam		unfiltered alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				1	1_1		36					/files/ENCFF464YJZ/, /files/ENCFF063EBQ/, /files/ENCFF741UCB/, /files/ENCFF610LLQ/, /files/ENCFF050OIJ/	15736826217	ENCODE Processing Pipeline	705ccb795303752ead284a7509d52afa		https://www.encodeproject.org/files/ENCFF406NID/@@download/ENCFF406NID.bam				released	s3://encode-public/2020/10/20/f78c504c-d93f-49f2-8afa-030d4d8035fa/ENCFF406NID.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF874QFU	bam	bam		alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		36					/files/ENCFF882SRG/, /files/ENCFF707ZKG/	4868510193	ENCODE Processing Pipeline	ae63ce92caecd720de3d0657cec82305		https://www.encodeproject.org/files/ENCFF874QFU/@@download/ENCFF874QFU.bam				released	s3://encode-public/2020/10/20/fb3ccf30-d1c0-4ab4-bcc1-12a9d70a92da/ENCFF874QFU.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF927CRN	bam	bam		unfiltered alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				1	1_1		36					/files/ENCFF340HIY/, /files/ENCFF050OIJ/, /files/ENCFF464YJZ/, /files/ENCFF741UCB/, /files/ENCFF610LLQ/	10563191890	ENCODE Processing Pipeline	668f4b0f85fb4604ce8e5590d90d7c60		https://www.encodeproject.org/files/ENCFF927CRN/@@download/ENCFF927CRN.bam				released	s3://encode-public/2017/08/24/1e2d33fc-731e-4e54-8049-820c5e2de51b/ENCFF927CRN.bam	ENCODE3 mm10	archived	low spot score		
ENCFF276DKS	bam	bam		unfiltered alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		76					/files/ENCFF340HIY/, /files/ENCFF691COU/, /files/ENCFF820BAU/, /files/ENCFF807ZAM/, /files/ENCFF755MDA/, /files/ENCFF338XTC/, /files/ENCFF069XLI/	10328253768	ENCODE Processing Pipeline	9771df455f63c77f872322c7e2825bf6		https://www.encodeproject.org/files/ENCFF276DKS/@@download/ENCFF276DKS.bam				released	s3://encode-public/2017/08/24/3c0aa1de-7896-47df-8c37-9ae07df1618b/ENCFF276DKS.bam	ENCODE3 mm10	archived	low spot score		
ENCFF766AHY	bam	bam		alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				1	1_1		36					/files/ENCFF927CRN/	9147884866	ENCODE Processing Pipeline	ffea756a18cc3316504f7b1ae590012e		https://www.encodeproject.org/files/ENCFF766AHY/@@download/ENCFF766AHY.bam				released	s3://encode-public/2017/08/24/1b46d557-fe3f-4cbb-9e01-57534c1e6157/ENCFF766AHY.bam	ENCODE3 mm10	archived	low spot score		
ENCFF372YGU	bam	bam		alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				2	2_1		36					/files/ENCFF276DKS/	2980191501	ENCODE Processing Pipeline	2ee26677c4192184369dd3d844d57cf1		https://www.encodeproject.org/files/ENCFF372YGU/@@download/ENCFF372YGU.bam				released	s3://encode-public/2017/08/24/ae19a165-f7bb-46ba-b42c-d8098bfdd909/ENCFF372YGU.bam	ENCODE3 mm10	archived	low spot score		
ENCFF666XNZ	bam	bam		alignments	mm10	ENCSR005WPU	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											DNA						2016-05-11	ENCODE				1	1_1		36					/files/ENCFF406NID/, /files/ENCFF882SRG/	9273710874	ENCODE Processing Pipeline	db51ba9043b157dc4344db51944984f6		https://www.encodeproject.org/files/ENCFF666XNZ/@@download/ENCFF666XNZ.bam				released	s3://encode-public/2020/10/20/ef951194-8f09-4106-baac-9f9061eabbf3/ENCFF666XNZ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
